Name,Age,Photo,Nationality,Overall,Growth,TeamID,PosistionID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
N. Trott,19,https://cdn.sofifa.org/players/4/19/238060.png,12,59,17,46,11,12,8,12,25,7,22,13,11,19,30,40,33,38,44,42,18,61,22,38,7,25,10,14,37,12,44,15,10,11,62,57,64,58,63
I. Boye,21,https://cdn.sofifa.org/players/4/19/240364.png,56,59,8,479,1,32,60,55,38,48,62,35,31,24,49,63,72,56,48,49,64,54,64,76,51,58,18,58,35,46,44,24,17,17,13,13,13,10,10
Y. Goke,19,https://cdn.sofifa.org/players/4/19/243180.png,51,59,13,18,5,57,47,44,65,50,58,49,40,57,59,65,71,63,67,63,65,57,64,66,46,44,37,55,59,47,58,55,39,32,12,14,9,11,10
Wang Qiuming,25,https://cdn.sofifa.org/players/4/19/228077.png,80,59,2,102,6,56,53,55,58,57,55,49,48,57,57,61,82,71,44,82,52,89,66,64,54,57,43,59,60,49,52,45,42,42,7,6,12,11,15
H. Sandvik,28,https://cdn.sofifa.org/players/4/19/228845.png,37,59,2,544,11,21,15,17,24,20,22,20,21,22,28,34,46,41,57,57,43,53,43,56,20,21,22,8,32,20,42,8,19,22,58,58,57,56,59
Park Jung Soo,31,https://cdn.sofifa.org/players/4/19/242926.png,31,59,0,471,7,46,44,41,67,51,56,36,37,64,57,58,60,53,57,65,65,63,60,61,61,63,55,23,63,36,59,53,59,58,8,7,8,14,6
M. Vano,26,https://cdn.sofifa.org/players/4/19/244718.png,13,59,1,397,1,28,60,65,42,50,60,40,32,30,48,55,61,51,56,33,57,70,46,83,60,32,13,55,50,68,42,13,14,18,7,9,14,11,12
M. Rieder,18,https://cdn.sofifa.org/players/4/19/245742.png,22,59,15,270,4,41,51,47,64,45,61,46,43,52,59,68,66,55,57,71,58,63,59,48,48,63,44,59,51,49,51,32,34,28,10,15,10,14,11
J. Hooper,24,https://cdn.sofifa.org/players/4/19/206575.png,12,59,5,632,1,45,58,60,41,46,53,28,22,34,56,83,84,69,45,65,51,72,68,76,55,53,24,55,53,59,49,45,25,25,8,10,13,12,11
Sun Bo,27,https://cdn.sofifa.org/players/4/19/222191.png,80,59,0,44,6,59,47,49,51,49,62,46,38,51,57,81,89,80,44,59,54,40,48,79,45,45,29,51,53,60,52,34,39,38,12,9,12,9,11
L. Hupfauf,21,https://cdn.sofifa.org/players/4/19/243695.png,27,59,7,516,8,58,32,37,59,27,63,37,35,55,58,76,71,68,63,75,46,71,64,48,42,54,57,53,43,45,48,45,56,53,15,10,12,5,9
Mollejo,17,https://cdn.sofifa.org/players/4/19/245999.png,4,59,20,8,3,52,54,42,55,47,62,57,46,49,58,74,72,72,57,80,58,49,48,43,50,43,19,58,54,53,60,24,25,28,14,12,10,6,9
V. Oliver,26,https://cdn.sofifa.org/players/4/19/201457.png,12,59,1,641,1,40,58,58,49,56,47,45,35,37,53,60,62,67,54,54,62,61,69,79,52,62,40,61,43,52,54,27,42,33,12,13,13,15,12
M. Kuchta,22,https://cdn.sofifa.org/players/4/19/213489.png,9,59,9,545,11,14,15,12,24,16,12,20,14,18,23,45,51,34,52,55,23,54,40,55,16,20,19,12,10,24,53,19,16,17,59,54,59,62,60
Cao Haiqing,24,https://cdn.sofifa.org/players/4/19/222449.png,80,59,3,125,9,46,35,54,40,36,57,40,39,33,48,69,60,66,60,77,38,84,81,44,36,57,60,58,48,47,45,58,58,62,9,13,10,10,8
A. Banasiak,28,https://cdn.sofifa.org/players/4/19/210418.png,9,59,0,637,7,63,52,48,62,49,58,50,61,61,60,55,74,70,51,62,63,68,76,67,64,59,45,56,52,63,62,57,56,57,13,12,6,12,11
Pedro Goulart,20,https://cdn.sofifa.org/players/4/19/235250.png,47,59,11,255,1,36,64,67,47,42,52,43,33,33,54,61,55,58,55,59,58,61,60,58,57,32,20,59,54,64,51,22,20,13,12,6,14,13,6
Song Long,28,https://cdn.sofifa.org/players/4/19/239858.png,80,59,0,204,9,50,40,50,63,22,50,31,34,61,53,68,61,58,52,65,24,55,67,70,20,52,57,43,32,38,53,63,54,58,9,6,9,7,14
J. Lahne,16,https://cdn.sofifa.org/players/4/19/241650.png,30,59,18,643,1,37,57,44,57,46,61,34,36,55,60,92,92,77,43,88,57,91,76,57,56,62,38,59,59,40,58,27,38,37,14,15,14,14,7
M. García,22,https://cdn.sofifa.org/players/4/19/226547.png,1,59,7,353,5,45,49,41,60,42,55,47,45,58,60,69,64,64,62,66,54,58,66,62,48,37,56,54,54,41,57,57,53,45,15,16,10,7,13
R. McKenzie,19,https://cdn.sofifa.org/players/4/19/231411.png,12,59,15,347,10,36,28,52,58,35,52,36,41,55,54,62,66,61,54,69,58,65,64,67,36,62,47,51,48,39,43,59,58,61,8,8,13,10,11
D. Franke,19,https://cdn.sofifa.org/players/4/19/236787.png,10,59,17,63,9,59,29,49,58,31,62,45,44,42,63,67,65,67,56,64,34,62,59,49,35,56,54,51,48,39,48,58,57,59,8,10,14,9,13
M. Cavalleri,20,https://cdn.sofifa.org/players/4/19/242163.png,29,59,10,587,1,34,66,61,42,40,44,41,27,35,55,69,68,60,57,79,67,63,56,39,63,31,21,59,42,63,47,33,31,26,11,8,14,12,5
A. Beyazıt,21,https://cdn.sofifa.org/players/4/19/243955.png,10,59,9,609,2,57,60,48,54,58,61,60,51,47,60,76,84,75,51,68,64,70,73,67,55,34,10,55,47,54,53,37,13,15,5,12,6,9,7
A. Grijalva,17,https://cdn.sofifa.org/players/4/19/246259.png,47,59,14,186,10,34,28,69,33,34,31,27,28,30,35,55,57,48,48,79,45,70,61,53,20,62,55,25,29,39,40,54,66,68,6,9,13,14,7
D. Klomp,19,https://cdn.sofifa.org/players/4/19/239348.png,22,59,10,312,10,30,25,56,42,26,35,30,31,31,43,64,55,58,48,65,47,73,54,76,29,55,56,32,28,40,48,60,60,60,7,9,6,12,8
J. Keatings,26,https://cdn.sofifa.org/players/4/19/204021.png,39,59,3,585,4,37,63,53,34,45,62,64,58,32,62,68,72,81,57,73,57,66,71,63,58,46,34,54,58,65,56,22,23,18,12,15,10,15,16
P. Di Nardo,28,https://cdn.sofifa.org/players/4/19/244469.png,36,59,1,349,7,55,45,58,63,32,55,35,38,56,57,58,57,68,56,72,46,62,70,62,38,59,55,38,45,47,50,56,60,59,9,10,10,9,7
A. Baroan,18,https://cdn.sofifa.org/players/4/19/245749.png,11,59,16,496,1,56,61,56,62,59,60,57,62,52,59,78,76,70,44,61,51,58,50,52,48,30,21,59,59,65,56,15,31,22,14,7,9,8,9
C. Lattanzio,20,https://cdn.sofifa.org/players/4/19/229878.png,1,59,11,299,6,57,67,46,63,58,68,54,40,48,59,60,60,53,55,86,68,58,42,39,57,31,16,52,52,71,45,61,19,16,6,9,13,12,13
M. Candlin,18,https://cdn.sofifa.org/players/4/19/238326.png,12,59,16,319,1,45,57,56,52,55,54,51,43,45,55,76,76,69,53,67,58,79,67,69,50,51,13,55,52,57,58,20,17,17,8,10,5,10,7
R. Menayese,20,https://cdn.sofifa.org/players/4/19/240886.png,18,59,6,584,10,28,25,58,53,19,28,25,24,47,45,52,54,45,44,53,42,75,66,81,26,57,54,23,29,36,39,47,61,57,12,9,9,9,14
J. Thompson,21,https://cdn.sofifa.org/players/4/19/230136.png,97,59,14,614,4,48,42,46,63,30,58,37,35,59,64,62,67,71,55,76,53,61,56,62,48,62,46,52,60,38,45,50,55,56,7,11,13,13,5
H. Smith,23,https://cdn.sofifa.org/players/4/19/236025.png,12,59,7,647,1,25,64,61,37,47,59,33,28,32,59,60,58,57,45,62,59,68,63,72,55,60,12,56,46,60,47,12,18,17,14,11,11,7,12
Liu Ruofan,19,https://cdn.sofifa.org/players/4/19/239609.png,80,59,20,159,6,43,59,46,59,41,60,53,37,40,60,72,73,71,56,62,47,64,60,68,41,32,17,60,66,57,46,24,18,19,13,9,6,8,9
D. Jajic,19,https://cdn.sofifa.org/players/4/19/228858.png,30,59,10,450,5,54,48,44,60,45,58,59,53,58,62,65,63,66,60,77,52,62,65,59,53,57,56,58,59,43,56,56,45,42,10,15,14,14,11
L. Fesser,23,https://cdn.sofifa.org/players/4/19/239098.png,10,59,6,466,10,25,19,61,39,20,28,27,29,28,38,62,56,47,47,46,40,73,63,77,23,53,55,26,26,32,42,54,61,58,7,11,6,10,9
J. Brown,20,https://cdn.sofifa.org/players/4/19/236027.png,12,59,10,628,9,54,23,51,51,25,55,38,30,40,57,72,69,66,50,66,42,72,71,69,30,58,55,42,45,33,41,55,57,56,15,14,11,12,11
M. Nilor,20,https://cdn.sofifa.org/players/4/19/243451.png,11,59,12,150,1,29,66,70,52,53,49,39,35,31,59,44,48,49,49,62,62,70,50,67,53,53,21,52,46,65,49,21,21,27,5,15,7,10,13
I. Mensah,23,https://cdn.sofifa.org/players/4/19/245500.png,40,59,8,607,3,47,60,59,50,50,65,50,36,47,60,83,81,62,46,59,68,74,65,60,55,45,20,55,49,52,45,25,30,30,12,7,9,9,15
V. Fernández,19,https://cdn.sofifa.org/players/4/19/245756.png,29,59,14,524,9,55,26,54,61,39,59,36,31,58,55,69,70,67,55,65,33,62,70,64,32,51,55,48,49,33,43,56,58,53,12,7,12,11,6
D. Richards,24,https://cdn.sofifa.org/players/4/19/214525.png,18,59,6,644,11,13,14,18,24,12,14,13,19,23,24,36,34,35,54,45,23,52,26,60,13,27,12,7,16,27,42,9,18,14,61,55,56,57,61
H. Castegren,22,https://cdn.sofifa.org/players/4/19/227837.png,30,59,10,411,10,40,19,54,57,27,30,33,28,52,38,63,65,41,53,41,42,59,52,68,28,52,54,23,35,39,44,55,66,61,7,8,11,10,15
I. Oda,19,https://cdn.sofifa.org/players/4/19/237821.png,51,59,15,276,9,55,23,59,58,22,34,21,29,51,52,61,63,43,50,56,35,78,65,62,18,50,61,28,29,36,48,59,60,57,14,7,8,6,6
L. Cacace,17,https://cdn.sofifa.org/players/4/19/242429.png,77,59,14,467,8,50,35,44,55,31,53,37,43,54,56,71,73,67,62,70,45,66,72,54,33,56,61,49,62,41,59,53,54,54,12,11,10,9,12
E. Veiga,21,https://cdn.sofifa.org/players/4/19/244221.png,120,59,10,486,7,42,26,48,62,33,57,39,36,56,58,64,60,60,59,62,47,62,52,58,28,62,52,44,60,44,42,57,61,58,7,15,8,11,10
R. Cornwall,23,https://cdn.sofifa.org/players/4/19/213502.png,62,59,5,646,10,51,23,56,53,26,50,45,30,49,52,48,46,49,50,61,34,49,56,74,28,58,56,38,35,35,55,57,62,57,11,10,11,10,15
J. Mbom,18,https://cdn.sofifa.org/players/4/19/241150.png,10,59,19,55,5,40,60,41,64,40,55,40,34,56,64,65,63,67,62,69,62,60,58,56,57,51,45,50,63,59,60,48,40,32,13,13,5,12,5
S. van Dijck,17,https://cdn.sofifa.org/players/4/19/242430.png,22,59,13,215,10,30,32,60,38,27,29,26,30,31,46,59,64,46,46,44,45,70,53,74,31,48,60,28,32,40,47,54,60,64,12,11,6,13,10
D. Gremsl,25,https://cdn.sofifa.org/players/4/19/212991.png,27,59,3,578,2,54,48,38,60,47,67,49,35,45,62,79,74,90,55,89,56,79,66,45,42,43,19,52,57,51,57,34,30,19,9,9,10,7,12
M. Bevan,21,https://cdn.sofifa.org/players/4/19/241407.png,77,59,10,86,1,28,60,54,46,47,55,45,38,37,54,70,66,65,56,58,62,65,65,71,55,34,18,55,51,58,51,38,20,16,9,12,9,13,13
S. Friede,20,https://cdn.sofifa.org/players/4/19/242431.png,10,59,16,54,5,55,52,57,63,47,59,52,41,54,64,65,59,64,52,63,57,66,57,71,46,62,57,57,58,49,52,59,59,57,15,12,7,6,13
A. Guiffrey,20,https://cdn.sofifa.org/players/4/19/242687.png,1,59,11,372,6,58,53,47,60,50,62,52,46,55,64,60,57,61,45,71,64,36,56,55,39,31,23,52,56,60,55,28,31,26,9,14,7,13,8
M. Sætra,21,https://cdn.sofifa.org/players/4/19/223488.png,37,58,6,433,11,14,18,13,27,20,13,19,13,20,24,46,46,35,52,59,22,55,31,56,12,25,25,20,12,15,29,8,19,15,59,55,54,57,61
H. Magnetti,20,https://cdn.sofifa.org/players/4/19/244480.png,11,58,10,441,5,51,31,50,63,38,58,52,41,60,60,60,63,60,55,71,59,62,59,55,50,58,48,50,53,46,56,53,59,58,10,14,15,10,12
S. Abraham,27,https://cdn.sofifa.org/players/4/19/245248.png,30,58,1,602,1,45,59,52,48,66,62,45,35,49,60,62,63,57,54,61,55,63,55,62,56,28,15,56,59,57,48,16,28,26,14,12,13,6,13
G. Buon,20,https://cdn.sofifa.org/players/4/19/244481.png,11,58,10,441,10,38,17,58,58,23,44,39,25,45,48,57,62,41,49,55,45,74,58,59,39,48,55,34,32,44,44,56,60,57,8,8,11,7,10
D. Morrissey,24,https://cdn.sofifa.org/players/4/19/206338.png,62,58,4,651,1,40,58,53,44,49,56,49,52,33,57,72,67,66,55,69,56,60,65,57,54,46,17,63,49,53,58,42,17,18,15,10,7,16,7
G. Akkan,19,https://cdn.sofifa.org/players/4/19/232707.png,52,58,17,293,10,32,27,59,35,31,26,31,33,28,35,64,56,40,57,58,41,66,54,57,26,53,57,31,29,40,47,61,62,64,5,9,14,8,14
L. Espinoza,25,https://cdn.sofifa.org/players/4/19/239107.png,29,58,2,367,1,27,61,63,59,39,62,37,29,56,57,63,64,72,47,61,61,55,68,57,58,31,18,45,46,56,46,36,10,10,6,8,10,14,15
J. Requena,22,https://cdn.sofifa.org/players/4/19/223236.png,1,58,11,497,4,44,48,34,58,40,64,50,40,53,63,68,67,73,41,74,49,50,35,67,46,38,32,54,57,43,59,44,36,39,15,7,7,10,7
C. Mbulu,21,https://cdn.sofifa.org/players/4/19/230660.png,12,58,11,512,10,24,24,60,27,25,46,22,24,22,48,62,60,47,49,38,30,68,63,78,23,64,54,20,32,39,44,56,58,55,12,7,12,10,8
G. Cuomo,20,https://cdn.sofifa.org/players/4/19/236292.png,13,58,14,408,10,24,12,58,38,30,25,21,25,32,26,34,55,38,54,37,52,73,37,69,29,52,58,22,29,36,56,52,63,60,12,10,14,11,15
A. Gürleyen,19,https://cdn.sofifa.org/players/4/19/245252.png,10,58,17,114,10,39,27,60,52,33,35,31,32,50,40,55,68,54,46,50,62,68,60,79,37,80,51,27,30,39,43,45,58,53,7,7,5,6,9
L. Jones,22,https://cdn.sofifa.org/players/4/19/215301.png,12,58,7,569,10,32,22,60,52,29,32,31,36,43,40,40,47,36,50,49,44,66,33,68,24,57,58,21,32,46,50,48,63,57,6,15,13,12,11
R. Gondoh,21,https://cdn.sofifa.org/players/4/19/229893.png,12,58,7,627,6,55,53,49,54,43,58,56,60,47,51,76,73,74,54,72,58,45,64,57,50,59,51,53,55,51,56,52,51,53,11,9,14,8,14
N. Hunziker,22,https://cdn.sofifa.org/players/4/19/230661.png,36,58,11,488,1,39,63,65,48,46,55,42,30,39,52,61,51,56,47,90,55,91,55,63,54,41,18,58,54,65,52,35,16,19,9,7,14,9,11
T. Reithmeir,18,https://cdn.sofifa.org/players/4/19/243973.png,10,58,17,291,10,34,25,62,43,23,34,24,28,23,42,56,56,48,46,54,34,52,52,69,26,55,56,29,28,37,39,59,61,55,12,9,10,13,11
L. Barreiro Martins,18,https://cdn.sofifa.org/players/4/19/245253.png,120,58,18,114,5,47,49,48,62,47,72,58,46,55,70,79,69,90,55,82,43,55,52,32,45,30,45,52,54,47,48,46,45,52,14,9,6,6,6
J. Clarke,28,https://cdn.sofifa.org/players/4/19/229126.png,12,58,0,584,9,53,29,61,59,28,55,47,30,54,58,50,55,48,50,55,70,69,62,78,48,69,56,35,39,36,38,55,62,58,6,13,14,12,11
Zheng Tao,32,https://cdn.sofifa.org/players/4/19/182790.png,80,58,0,192,9,64,33,30,50,19,40,28,30,41,40,55,58,58,64,61,37,51,73,62,27,77,51,40,35,32,45,62,61,60,13,6,6,13,8
M. Guehi,17,https://cdn.sofifa.org/players/4/19/241159.png,12,58,20,6,10,33,24,56,48,32,34,29,32,41,40,58,60,53,47,58,49,65,56,61,21,55,57,28,27,34,40,60,60,59,8,9,11,12,12
R. Prieto,21,https://cdn.sofifa.org/players/4/19/244743.png,47,58,10,414,4,56,55,40,59,45,61,46,49,50,60,70,68,65,45,80,56,50,45,37,39,31,31,54,56,60,49,30,34,30,9,12,7,12,13
I. Meite,21,https://cdn.sofifa.org/players/4/19/237832.png,12,58,10,222,1,28,59,57,41,43,56,34,32,28,53,63,65,56,54,59,60,59,38,64,57,29,11,55,48,62,48,16,17,18,11,12,11,8,9
A. Amade,18,https://cdn.sofifa.org/players/4/19/242184.png,10,58,19,48,8,58,34,52,44,28,59,39,29,33,45,69,64,75,56,80,33,58,56,39,29,64,57,49,39,34,41,55,66,61,12,11,11,8,12
L. Krüger,18,https://cdn.sofifa.org/players/4/19/245001.png,10,58,14,42,1,49,58,64,52,49,56,43,33,37,54,56,68,53,49,50,54,65,55,63,49,48,25,60,42,47,48,22,22,13,7,10,7,10,9
K. Balogiannis,19,https://cdn.sofifa.org/players/4/19/245513.png,28,58,16,127,7,40,32,53,60,36,49,41,36,59,54,70,69,63,53,66,63,60,66,55,51,60,56,48,49,39,52,55,59,57,8,7,6,6,6
F. Due,25,https://cdn.sofifa.org/players/4/19/204298.png,16,58,3,599,11,10,8,12,31,6,9,17,11,26,12,36,46,30,60,41,33,59,44,64,11,33,12,9,19,26,37,17,13,15,59,51,63,57,59
L. Saxton,28,https://cdn.sofifa.org/players/4/19/187658.png,12,58,1,532,11,14,10,19,23,18,11,13,14,20,17,34,39,25,53,18,17,44,22,69,18,44,15,9,23,11,44,24,18,14,57,59,60,56,55
C. James,20,https://cdn.sofifa.org/players/4/19/229643.png,12,58,14,627,10,45,30,56,60,26,50,48,23,56,55,68,72,58,50,58,38,66,62,60,34,54,57,39,44,42,55,56,59,56,8,8,13,7,7
M. Rafique,25,https://cdn.sofifa.org/players/4/19/234507.png,143,58,3,86,5,52,45,42,63,47,54,39,48,60,56,68,67,78,62,79,52,56,74,42,39,55,48,53,48,46,42,53,63,52,13,13,13,5,7
P. Cherrie,34,https://cdn.sofifa.org/players/4/19/140300.png,39,58,0,650,11,14,13,17,15,14,15,18,13,16,15,23,21,37,62,52,16,54,26,57,17,38,16,14,49,16,46,16,15,16,56,56,58,57,55
E. Stokes,22,https://cdn.sofifa.org/players/4/19/219660.png,62,58,11,646,1,31,57,57,50,49,56,52,39,39,57,69,72,72,49,75,57,62,51,56,56,43,18,57,47,65,44,16,21,13,8,12,13,8,10
S. Al Hamdan,26,https://cdn.sofifa.org/players/4/19/231437.png,99,58,1,500,9,52,23,44,49,24,52,26,29,45,50,70,72,65,49,74,34,39,54,60,25,59,58,37,38,30,45,57,59,61,10,12,6,5,7
C. Moya,20,https://cdn.sofifa.org/players/4/19/232205.png,29,58,15,489,7,50,35,44,59,30,59,29,34,55,57,68,64,64,54,72,51,55,61,55,42,57,58,41,53,50,44,57,57,56,5,11,8,6,14
A. Xhemajli,20,https://cdn.sofifa.org/players/4/19/243981.png,83,58,15,349,10,27,22,67,35,25,28,28,24,30,33,49,62,40,45,53,40,69,65,77,17,49,51,28,29,35,41,54,64,61,13,9,10,13,10
A. Buxton,26,https://cdn.sofifa.org/players/4/19/204302.png,12,58,3,630,9,56,26,54,59,38,43,62,60,50,54,54,54,56,56,66,52,61,64,71,42,70,59,46,43,49,49,51,66,53,7,9,13,14,12
M. Gillesphey,22,https://cdn.sofifa.org/players/4/19/228366.png,12,58,7,638,9,56,28,58,57,34,36,29,37,42,53,49,42,43,53,68,46,75,65,65,29,60,57,29,38,51,50,50,66,65,15,9,8,10,11
G. Banaziak,21,https://cdn.sofifa.org/players/4/19/234511.png,11,58,12,169,11,10,5,10,17,8,10,10,14,20,14,27,16,39,44,47,26,63,26,50,7,27,7,8,31,14,38,7,11,12,59,58,59,58,59
A. Singh,25,https://cdn.sofifa.org/players/4/19/223760.png,143,58,4,86,11,18,18,15,30,17,14,20,17,22,27,44,43,30,51,53,21,54,30,67,20,21,19,12,36,30,57,16,17,17,56,53,54,63,60
D. Sváček,21,https://cdn.sofifa.org/players/4/19/246032.png,38,58,7,217,11,10,8,11,28,9,10,10,11,17,17,30,23,33,51,24,15,34,27,60,7,28,7,6,36,18,23,5,14,10,52,57,59,54,67
D. Sauerland,21,https://cdn.sofifa.org/players/4/19/223761.png,10,58,9,486,9,63,52,45,65,50,64,60,52,55,63,69,66,77,54,76,53,65,70,42,47,39,49,52,55,55,53,50,48,51,11,9,14,6,12
G. Kelly,21,https://cdn.sofifa.org/players/4/19/228113.png,62,58,9,547,1,34,61,61,60,55,57,49,29,40,56,51,61,58,51,61,60,57,59,62,45,28,20,51,46,57,49,18,15,12,6,15,13,9,7
Y. Fujita,35,https://cdn.sofifa.org/players/4/19/232721.png,51,58,0,434,10,23,23,40,26,22,37,20,23,24,32,36,32,51,58,62,33,78,54,75,16,72,62,23,23,25,42,62,54,57,12,8,10,9,12
S. Duke-McKenna,17,https://cdn.sofifa.org/players/4/19/242961.png,12,58,16,463,6,55,42,55,60,39,62,50,44,52,54,72,68,81,55,83,55,39,49,32,42,39,40,58,53,54,51,30,41,39,8,10,14,6,13
D. Mosquera,22,https://cdn.sofifa.org/players/4/19/225810.png,15,58,8,634,5,38,44,57,62,35,53,35,31,61,57,40,52,33,54,33,60,57,63,88,50,60,54,49,56,38,45,64,53,48,10,10,16,9,13
K. Majić,20,https://cdn.sofifa.org/players/4/19/238610.png,6,58,14,278,1,33,61,56,50,40,58,41,33,28,52,65,65,66,51,70,64,67,52,66,51,33,25,51,44,55,43,29,24,23,10,11,10,7,14
A. Al Ghamdi,23,https://cdn.sofifa.org/players/4/19/235539.png,99,58,6,464,11,13,18,12,19,17,13,11,12,27,17,35,33,37,52,45,23,60,24,36,15,19,21,14,36,18,48,12,13,14,57,60,49,56,58
M. Real,18,https://cdn.sofifa.org/players/4/19/242196.png,64,58,18,246,9,51,34,45,54,34,53,47,36,42,54,73,68,67,52,66,38,73,64,53,37,60,54,49,44,33,39,54,58,55,6,9,11,6,12
F. Schwarzholz,18,https://cdn.sofifa.org/players/4/19/245780.png,10,58,15,118,7,43,30,49,65,29,52,46,39,63,57,65,55,67,49,66,53,62,53,54,41,61,52,40,50,37,44,55,62,58,7,5,8,7,9
A. Majrashi,22,https://cdn.sofifa.org/players/4/19/238357.png,99,58,9,289,7,39,25,46,58,34,48,39,35,53,57,64,58,70,53,75,48,69,68,61,33,59,54,49,48,42,38,56,62,53,15,8,10,8,11
E. Maceira,22,https://cdn.sofifa.org/players/4/19/246037.png,50,58,8,279,3,49,60,36,56,44,67,39,38,34,62,69,71,68,47,72,61,46,57,56,50,44,18,52,40,51,61,24,31,24,8,6,9,13,7
Pei Shuai,25,https://cdn.sofifa.org/players/4/19/221974.png,80,58,3,93,5,51,26,56,57,22,57,32,56,51,59,71,70,60,64,63,50,60,61,70,46,67,58,56,60,34,53,63,64,60,11,10,8,12,14
D. Nizic,23,https://cdn.sofifa.org/players/4/19/219159.png,66,58,7,387,11,14,20,30,37,13,13,15,21,36,38,36,33,38,57,39,18,50,28,50,14,29,11,9,31,27,51,12,15,18,61,56,56,53,60
F. Al Habib,20,https://cdn.sofifa.org/players/4/19/240920.png,99,58,14,261,11,13,7,14,22,8,5,14,11,27,15,18,31,34,48,49,22,63,16,34,6,21,10,5,36,15,43,15,14,13,57,64,49,53,62
J. Archer,24,https://cdn.sofifa.org/players/4/19/244504.png,12,58,3,598,1,32,57,55,40,45,52,36,29,27,58,69,69,53,45,65,60,67,50,79,55,65,15,60,44,58,43,28,18,11,7,8,9,13,9
Li Guang,27,https://cdn.sofifa.org/players/4/19/221978.png,80,58,2,170,7,47,23,35,51,28,52,31,28,42,56,65,55,73,61,71,54,70,64,58,51,66,58,46,53,33,39,69,59,58,7,7,12,6,15
E. Osadebe,21,https://cdn.sofifa.org/players/4/19/229914.png,62,58,4,631,5,43,41,50,62,39,60,55,37,58,57,83,91,79,46,89,54,59,91,80,44,69,49,45,59,39,58,48,48,39,11,7,13,12,6
Du Wenyang,28,https://cdn.sofifa.org/players/4/19/231962.png,80,58,0,102,9,59,52,48,56,43,60,46,47,53,57,66,58,67,53,61,51,57,66,62,51,57,60,56,58,51,51,51,54,54,5,7,10,15,8
B. Singh,31,https://cdn.sofifa.org/players/4/19/223771.png,143,58,0,86,1,29,60,45,53,50,51,62,31,33,55,70,78,63,55,67,59,68,51,73,58,31,12,49,47,66,51,23,12,14,10,13,13,6,13
E. Granat,22,https://cdn.sofifa.org/players/4/19/228381.png,30,58,7,532,5,56,48,37,63,42,63,51,39,60,61,75,65,81,50,84,53,79,64,33,50,65,43,51,54,42,50,52,45,38,10,11,12,9,14
V. Cordoba,30,https://cdn.sofifa.org/players/4/19/241949.png,15,58,0,634,7,42,33,61,52,44,45,41,35,55,52,67,65,51,56,53,61,72,61,77,44,66,58,51,53,37,66,64,53,51,9,8,7,14,7
L. Schelenz,19,https://cdn.sofifa.org/players/4/19/243998.png,10,58,12,452,7,39,32,53,63,33,48,42,30,54,59,65,55,68,47,68,37,64,61,57,28,55,54,32,58,31,45,57,56,59,7,5,13,6,12
A. Morley,18,https://cdn.sofifa.org/players/4/19/235807.png,12,58,14,573,5,44,49,44,64,58,56,48,38,62,59,68,69,72,52,78,56,53,55,53,48,38,42,56,60,47,52,36,43,41,7,11,11,14,9
M. Nikolić,20,https://cdn.sofifa.org/players/4/19/222496.png,30,58,7,643,1,40,59,45,48,56,62,50,46,43,64,62,61,70,55,67,58,63,58,63,57,52,22,54,49,53,48,25,25,20,16,14,16,15,8
J. Pestaña,20,https://cdn.sofifa.org/players/4/19/238880.png,15,58,14,386,10,23,22,57,45,24,22,24,29,22,43,57,61,41,56,66,38,51,59,59,22,50,59,30,29,35,44,65,58,53,14,6,6,10,11
E. Dick,23,https://cdn.sofifa.org/players/4/19/242721.png,64,58,7,244,11,9,10,20,30,10,10,14,11,34,10,50,40,32,52,30,30,60,25,75,10,35,12,5,52,11,30,14,25,20,55,60,58,58,55
B. Williams,35,https://cdn.sofifa.org/players/4/19/138786.png,12,58,0,463,11,13,12,13,28,13,19,9,13,32,29,50,46,61,64,52,22,71,28,70,13,38,23,14,37,38,67,11,13,15,54,58,53,55,56
J. Tilley,20,https://cdn.sofifa.org/players/4/19/228642.png,12,58,16,123,4,57,57,32,55,48,62,64,66,45,60,70,66,76,43,83,60,34,59,38,59,36,19,52,52,51,54,12,15,13,13,10,12,13,12
Liu Yingchen,25,https://cdn.sofifa.org/players/4/19/224547.png,80,58,1,44,5,38,35,41,63,11,53,15,15,47,64,71,74,70,60,66,25,58,72,77,68,61,45,52,53,24,67,43,55,58,13,13,12,4,10
C. Antwi,18,https://cdn.sofifa.org/players/4/19/244515.png,40,58,13,492,8,51,34,54,55,32,54,37,29,49,56,86,83,84,54,86,38,81,62,62,31,56,53,55,47,32,48,54,53,50,14,9,12,13,6
J. Albrecht,20,https://cdn.sofifa.org/players/4/19/238628.png,10,58,7,523,11,10,2,12,28,9,14,10,11,25,11,24,28,26,56,21,20,43,27,71,6,22,8,8,39,16,25,5,10,12,58,58,59,55,57
J. Sands,17,https://cdn.sofifa.org/players/4/19/242214.png,64,58,17,68,7,46,55,42,56,38,59,38,35,50,59,61,61,54,54,65,53,57,57,46,40,50,64,47,61,37,43,58,63,59,10,7,7,12,5
